                      mean          std        2.5q         25q         50q        75q      97.5q       mc err
t_subj(hc).773    0.123891  0.000924447    0.121868    0.123307    0.123964   0.124547   0.125451  1.97669e-05
t_subj(hc).774    0.134502   0.00105458    0.132332    0.133851    0.134582   0.135259   0.136267  2.36007e-05
t_subj(hc).775   0.0898906   0.00171308   0.0862447   0.0888153   0.0900189   0.091111  0.0928229  3.70435e-05
t_subj(hc).776   0.0934513   0.00143327   0.0902668   0.0926258    0.093571  0.0944742  0.0958858  3.65075e-05
t_subj(hc).777    0.111385   0.00109327    0.109043    0.110693    0.111453   0.112157   0.113333  2.18382e-05
t_subj(hc).778    0.119653   0.00114157    0.117113    0.118982    0.119758   0.120475    0.12155  2.35231e-05
t_subj(hc).779    0.135805   0.00147853    0.132541    0.134875    0.135925   0.136887   0.138302  3.74942e-05
t_subj(hc).780    0.203869   0.00115534    0.201398    0.203157    0.203949   0.204695   0.205855  2.40772e-05
t_subj(hc).781    0.136621  0.000896937    0.134675    0.136068    0.136666   0.137239   0.138256  2.11509e-05
t_subj(hc).782    0.142998   0.00119358    0.140313      0.1423    0.143099   0.143817   0.145136  2.98018e-05
t_subj(hc).783    0.126314   0.00105439    0.124051    0.125645    0.126403   0.127069    0.12816  2.27477e-05
t_subj(hc).784    0.091187   0.00171281    0.087459    0.090124   0.0912769  0.0923589  0.0941852  4.11258e-05
t_subj(hv).761    0.179322   0.00119634    0.176759    0.178563    0.179424    0.18016    0.18141  3.11018e-05
t_subj(hv).762     0.13466   0.00129677    0.131866    0.133878    0.134771   0.135586   0.136904  3.18685e-05
t_subj(hv).763     0.08877    0.0020686   0.0843141   0.0874814   0.0889162  0.0901962  0.0923922  4.70871e-05
t_subj(hv).764   0.0937779   0.00151953    0.090426   0.0928817   0.0939014  0.0948878  0.0963814  3.65714e-05
t_subj(hv).765    0.170071   0.00164476    0.166577     0.16904    0.170201   0.171222   0.173018  4.12896e-05
t_subj(hv).766    0.116006   0.00124993    0.113241    0.115248    0.116072   0.116857   0.118213  2.75801e-05
t_subj(hv).767    0.158739   0.00109723    0.156265    0.158077    0.158866    0.15953   0.160563  2.49256e-05
t_subj(hv).768   0.0943459   0.00162803   0.0906647   0.0933574   0.0944728  0.0954585  0.0971483   3.4296e-05
t_subj(hv).769     0.11512  0.000994507    0.112926     0.11449    0.115188   0.115818   0.116809  2.33823e-05
t_subj(hv).770    0.118855   0.00121788    0.116216    0.118088    0.118962   0.119715   0.120963  2.92781e-05
t_subj(hv).771    0.138729   0.00111607    0.136349    0.138018    0.138793   0.139517   0.140778  2.92747e-05
t_subj(hv).772   0.0941739   0.00144793   0.0910095    0.093261   0.0943109  0.0951876  0.0967076  2.94431e-05
t_subj(hv).773     0.16023  0.000903951    0.158286    0.159687    0.160306   0.160877   0.161783  2.01085e-05
t_subj(hv).774    0.104499   0.00114863    0.101976    0.103804    0.104589   0.105286    0.10651  2.63558e-05
t_subj(hv).775   0.0963069   0.00124375    0.093617   0.0955432   0.0964339  0.0971797  0.0984429  3.03137e-05
t_subj(hv).776   0.0965077   0.00154464   0.0932751   0.0954961   0.0966118  0.0975876  0.0992284  3.28503e-05
t_subj(hv).777    0.175595   0.00113124    0.173101    0.174904    0.175711     0.1764   0.177512  2.63998e-05
t_subj(hv).778   0.0931965   0.00256849   0.0875225   0.0916343    0.093332  0.0950095  0.0976795  6.50154e-05
t_subj(hv).779    0.127312   0.00112485    0.124993    0.126566     0.12737   0.128107   0.129276  2.36039e-05
t_subj(hv).780    0.231348   0.00106036    0.228952    0.230716    0.231435    0.23207   0.233204  2.63823e-05
t_subj(hv).781    0.182518  0.000791974    0.180777     0.18203    0.182593   0.183082   0.183853  1.69817e-05
t_subj(hv).782    0.118545   0.00140443    0.115335    0.117725    0.118676   0.119563   0.120909  3.11731e-05
t_subj(hv).783    0.139168  0.000964535    0.137158    0.138531    0.139223   0.139855   0.140934  2.19055e-05
t_subj(hv).784    0.106012   0.00172232    0.102199    0.104961    0.106137    0.10724   0.108857  4.16533e-05
t_subj(lc).761    0.184007   0.00113071     0.18164     0.18329    0.184038   0.184808    0.18607  3.39677e-05
t_subj(lc).762    0.167642   0.00125754    0.164903    0.166878    0.167732   0.168543    0.16981  3.44725e-05
t_subj(lc).763    0.110284   0.00143389    0.107123      0.1094    0.110388   0.111301   0.112784  3.08124e-05
t_subj(lc).764    0.102156   0.00123059   0.0993418    0.101393    0.102268   0.103013   0.104292  2.60051e-05
t_subj(lc).765    0.114616    0.0014457    0.111264    0.113763    0.114757   0.115622   0.116972  3.41041e-05
t_subj(lc).766   0.0949645    0.0010398    0.092654    0.094311   0.0950553  0.0956866  0.0967462  2.00298e-05
t_subj(lc).767     0.20166   0.00193669    0.197443    0.200397    0.201791   0.203046   0.204989  5.23457e-05
